Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter
02/20/2024,02/09/2024,Empacadora Bilbo S.A. DBA Bilbosa,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,
05/07/2024,05/01/2024,Mariscos Perla Mar S. de R.L.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,
04/02/2024,03/29/2024,Thuan Thien Producing Trading Limited Company,Center for Food Safety and Applied Nutrition,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,
04/02/2024,03/29/2024,"Kitchen Garden Foods, LTD",Center for Food Safety and Applied Nutrition,Acidified Foods/Emergency Permit Control/Adulterated,,
06/17/2025,06/12/2025,Kenil Healthcare Private Limited,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
06/17/2025,06/06/2025,"Zhejiang Huahai Pharmaceutical Co., Ltd.",Office of Manufacturing Quality,CGMP/Finished Pharmaceuticals/Adulterated,,
06/17/2025,06/06/2025,Horizon Tool Inc.,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
06/17/2025,06/06/2025,"SV3, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/17/2025,05/30/2025,Nefeteri Wellness,Office of Unapproved Drugs and Labeling Compliance,Unapproved New Drugs,,
06/17/2025,06/09/2025,Reset Technology Corporation,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
07/11/2023,06/21/2023,"ZYTO Technologies, Inc.",Division of Medical Device and Radiological Health Operations West,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,
07/11/2023,05/26/2023,NeilMed Pharmaceuticals Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
07/11/2023,05/03/2023,Bee Healthy Farms LLC,Division of Human and Animal Food Operations West II,Interstate Commerce/Food/Adulterated,,
08/30/2023,08/30/2023,"Perrigo Wisconsin, LLC",HUMAN AND ANIMAL FOOD WEST I COMPLIANCE BRANCH (HAFW1-CB),CGMP/Quality Control/Adulterated/Infant Formula,,
08/30/2023,08/30/2023,"ByHeart, Inc.",HUMAN AND ANIMAL FOOD WEST I COMPLIANCE BRANCH (HAFW1-CB),CGMP/Quality Control/Adulterated/Infant Formula,,
07/11/2023,07/03/2023,"Sunshine Trading Company, Inc. dba Nova Tea and Nova Kratom",Center for Drug Evaluation and Research | CDER,Unapproved New Drugs,,
07/11/2023,03/17/2023,"Brand Packaging Group, Inc.",Division of Human and Animal Food Operations East I,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",,
07/11/2023,06/12/2023,New Manna Food,Division of Human and Animal Food Operations West V,Seafood HACCP/CGMP for Foods/Adulterated/Misbranded,,
07/18/2023,06/22/2023,"Ocalsa Transport & Logistics, LLC",Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
07/13/2023,07/13/2023,Vapor Sense League City,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/18/2023,06/28/2023,Fuller Industries Inc.,Division of Pharmaceutical Quality Operations III,CGMP/Finished Pharmaceuticals/Adulterated,,
07/05/2023,06/29/2023,Exclusive Hemp Farms/Oshipt.com,Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated,,
07/05/2023,06/29/2023,"North Carolina Hemp Exchange, LLC dba NC Hemp Shoppe",Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated,,
07/05/2023,06/29/2023,"Nikte’s Wholesale, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated,,
07/05/2023,06/29/2023,The Haunted Vapor Room,Center for Food Safety and Applied Nutrition (CFSAN),Interstate Commerce/Food/Adulterated,,
07/11/2023,06/21/2023,Row1 Inc. dba Regenative Labs,Division of Biological Products Operations I,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,
07/11/2023,06/27/2023,The New Hope Center for Reproductive Medicine,Division of Biological Products Operations I,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,
07/18/2023,06/05/2023,Centaur Pharmaceuticals Private Ltd.,Center for Drug Evaluation and Research | CDER,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
07/18/2023,07/06/2023,"Bella Mia Foods, Inc.",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
07/13/2023,07/13/2023,"The National Tobacco Alliance, Inc. d/b/a KC Smoke & Vape",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/11/2023,06/21/2023,NAFTA Distributors Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
07/06/2023,07/06/2023,Team Full Steam LLC d/b/a Full Steam Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/11/2023,07/06/2023,C K Frozen Fish and Food Inc.,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
07/27/2023,07/27/2023,"Easy Wholesale, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/27/2023,07/27/2023,Stella Blues Vapors Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/27/2023,07/27/2023,Smooth Vapes Hawaii,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/01/2023,06/01/2023,"Stuff-N-Puffs 102, LLC d/b/a Stuff-N-Puffs",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/27/2023,07/27/2023,"EC Supply, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/27/2023,07/27/2023,ABS Distribution Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/06/2023,05/25/2023,"iRhythm Technologies, Inc.",Center for Devices and Radiological Health,Medical Devices/Adulterated/Quality System Regulation (QSR),,
06/06/2023,05/19/2023,"Steiner Biotechnology, LLC",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,
06/06/2023,06/01/2023,Mr. Lulu LLC,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
06/06/2023,05/11/2023,"Manzanola Feeds, LLC",Division of Human and Animal Food Operations West IV,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
06/06/2023,05/31/2023,"Mobeen Mazhar, M.D.",Center for Drug Evaluation and Research | CDER,Investigational Device Exemptions (Clinical Investigator),,
06/06/2023,05/26/2023,ImprimisRx NJ,Division of Pharmaceutical Quality Operations I,Compounding Pharmacy/Adulterated Drug Products,,
06/06/2023,05/05/2023,"Yichang Jiayuan Foodstuffs Co., Ltd",Center for Food Safety and Applied Nutrition (CFSAN),"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
06/27/2023,06/08/2023,"Safe Chain Solutions, LLC",Division of Pharmaceutical Quality Operations I,Drug Product/Adulterated,,03/17/2025
06/27/2023,06/09/2023,Schwebel Baking Company,Division of Human and Animal Food Operations East V,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,
06/20/2023,06/12/2023,"Lacteos Mi Chalatenango, Inc.",Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,
06/20/2023,06/12/2023,Vitang Technology LLC,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,07/31/2024
06/22/2023,06/16/2023,"The Hand Media, Inc. d/b/a Vapor Shark",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/27/2023,06/20/2023,"Chengdu KeCheng Fine Chemicals Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
06/22/2023,06/22/2023,"A Perfect Vape, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/20/2023,06/12/2023,Warrior Labz SARMS,Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,
06/20/2023,06/14/2023,"Randy J. Epstein, M.D./Chicago Cornea Consultants, Ltd.",Center for Drug Evaluation and Research | CDER,Clinical Investigator (Sponsor) ,,
06/27/2023,06/22/2023,Suprimo Imports,Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,
06/16/2023,06/15/2023,Mid Cities Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/20/2023,06/09/2023,Juice Man LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/14/2023,10/20/2023,Global Pharma Healthcare Private Limited,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,,
11/14/2023,11/08/2023,Wello Inc.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Misbranded,,10/28/2024
11/14/2023,11/06/2023,Saruhan Kimya Ve Temizlik Urunleri Sanayi Ticaret Anonim Sirketi Corlu Subesi,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
11/16/2023,11/16/2023,Dispo Mode,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/16/2023,11/16/2023,Pamirs Group Limited d/b/a VapeCig Wholesale,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/16/2023,11/16/2023,"Prestige 22, Inc. d/b/a The Vapers World",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/16/2023,11/16/2023,Tyler Wholesale Supply LLC d/b/a BBW Supply,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/16/2023,11/16/2023,Vape Wholesale USA,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/16/2023,11/16/2023,Lingkey Co. Ltd. d/b/a Vape Hammer,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/16/2023,11/16/2023,Vapeify,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/14/2023,10/18/2023,Natural Relief Inc.,Division of Human and Animal Food Operations East V,Unapproved New Drugs/Misbranded,,
11/16/2023,11/16/2023,"Hubbly Bubbly LLC, d/b/a Trifecta Tobacco",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/16/2023,11/16/2023,Sweis Global LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/16/2023,11/16/2023,Ohm Centric Coils LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/14/2023,11/13/2023,"Amazon.com, Inc.",Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,
11/14/2023,10/12/2023,"American Distribution and Manufacturing Co., LLC",Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,
11/21/2023,11/16/2023,"Discover Health, LLC d/b/a Discover CBD and Strain Snobs",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drugs/Animal Drugs/Human Foods/Animal Foods/Adulterated/Misbranded,,
11/21/2023,11/08/2023,"Melanie M. Hoppers, M.D./Physicians Quality Care",Center for Drug Evaluation and Research | CDER,Clinical Investigator,,
11/21/2023,10/20/2023,Elemental Herbs Inc. d/b/a ALL good,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
11/21/2023,11/17/2023,Cipla Limited,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
11/21/2023,11/09/2023,"Wan-Gee Foods, Inc.",Division of Human and Animal Food Operations West II,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,
11/21/2023,11/15/2023,"Xiamen Wally Bath Manufacture Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
11/21/2023,11/08/2023,www.directpharmashop.net,Center for Drug Evaluation and Research | CDER,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,,
11/17/2023,11/16/2023,Vapor Rage LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/21/2023,10/26/2023,"Brenntag Great Lakes, LLC",Division of Pharmaceutical Quality Operations III,CGMP/Finished Pharmaceuticals/Adulterated,,
11/21/2023,11/17/2023,AmLion Toothpaste Mfg. Sdn. Bhd.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
11/21/2023,11/08/2023,National Chemical Laboratories,Office of Pharmaceutical Quality Operations,CGMP/Finished Pharmaceuticals/Adulterated,,
11/21/2023,11/16/2023,Cerci Kozmetik Ve Otel Ekipmanlari Pazarlama Ic Ve Dis Ticaret Limited Sirketi,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
11/21/2023,09/20/2023,Raven Route,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/28/2023,11/21/2023,"Shenzhen IJOY Technology Co., LTD.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/28/2023,11/22/2023,Dr. Berne’s Whole Health Products,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,,
11/28/2023,11/21/2023,"Shenzhen FreeMax Technology Co., Ltd. d/b/a FreeMaxVape",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/03/2023,08/04/2023,Day Light Nutrition,Division of Human and Animal Food Operations West II,New Drug/Misbranded,,06/07/2024
10/05/2023,10/05/2023,Be Smokeless LLC d/b/a Southwest Smokeless,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/05/2023,10/05/2023,Cloud House Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/05/2023,10/05/2023,Rochester Smoke Shop Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/28/2023,11/21/2023,Intas Pharmaceuticals Limited,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
08/15/2023,07/17/2023,Integra LifeSciences Corporation,Division of Medical Device and Radiological Health Division I,CGMP/QSR/Medical Devices/Adulterated,,
08/15/2023,06/02/2023,"Hekma Center, LLC",Center for Food Safety and Applied Nutrition (CFSAN),New Drugs/Dietary Supplements/Food Labeling/Misbranded,,
08/15/2023,08/09/2023,"ALVA-AMCO Pharmacal Companies, LLC",Office of Unapproved Drugs and Labeling Compliance,Unapproved New Drugs/Misbranded,,
08/15/2023,07/26/2023,"Denison Pharmaceuticals, LLC",Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated,,
08/15/2023,04/07/2023,STPCA Inc. dba Sun Ten Laboratories,Division of Human and Animal Food Operations West V,Unapproved New Drugs/Misbranded,,
08/15/2023,08/07/2023,"Laavo Clean, S.A. de C.V.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
08/22/2023,05/18/2023,"Seafood Brothers Inc., DBA G & L Seafood Inc.",Division of West Coast Imports,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,
08/22/2023,08/18/2023,Molluscumaway LLC,Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,
08/17/2023,08/17/2023,Vaper Generation LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/17/2023,08/17/2023,Wise Vice LLC dba Wise Vice Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/22/2023,08/08/2023,International Laboratories Corp. Ltd.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
08/15/2023,08/15/2023,"Nubilus Vapor, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/22/2023,06/26/2023,Lone Pine Farm,Division of Human and Animal Food Operations West II,PHS Act/Shell Egg Regulation/Adulterated,,
09/12/2023,09/11/2023,"Walgreens Boots Alliance, Inc.",Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,
09/05/2023,08/23/2023,"Osmosis, LLC",Division of Human and Animal Food Operations East IV,Unapproved New Drugs/Misbranded,,
09/05/2023,08/23/2023,Green Pharmaceutical Co. Ltd.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
09/07/2023,09/07/2023,AAA Strate Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/26/2023,10/26/2023,Cajun Vapes LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/14/2023,09/14/2023,Aladdin Smoke Shop LLC d/b/a Aladdin Glass & Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded,,
09/14/2023,09/14/2023,"Half Empty, LLC d/b/a Vape Street",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/New Tobacco Product W/O Marketing Authorization/Adulterated/Misbranded,,
